Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
460,MildDemented,SCN-03: SHAP (e=500),0.06405585992702072,0.22450583245372402,0.9463259652530841,0.171875,6.854705095291138
460,MildDemented,SCN-03: SHAP (e=2000),0.06562064409781669,0.47943486571311955,0.9798520973836982,0.015625,27.78745675086975
709,MildDemented,SCN-01: Grad-CAM,0.3493843144038692,0.9634243831038475,0.9601940512657166,0.615852200255102,0.02973628044128418
709,MildDemented,SCN-02: LIME (n=100),0.5119380773394369,0.6919368412345648,0.9063110747494663,0.16165098852040816,2.0211246013641357
709,MildDemented,SCN-02: LIME (n=500),0.3158287109195953,0.6347864463925361,0.8984128761671845,0.038006218112244895,7.924530744552612
709,MildDemented,SCN-02: LIME (n=2000),0.5364350307965652,0.5444316870039985,0.8965654939981906,0.038006218112244895,32.02755165100098
709,MildDemented,SCN-03: SHAP (e=100),0.4249597953777994,0.9524337753653527,0.9533583232700755,0.0625,1.4187629222869873
709,MildDemented,SCN-03: SHAP (e=500),0.376076463566278,0.8324370473623276,0.9616950423092752,0.046875,6.836029291152954
709,MildDemented,SCN-03: SHAP (e=2000),0.22716311666590625,0.7663773193955422,0.9367510236175871,0.03125,26.85466241836548
124,MildDemented,SCN-01: Grad-CAM,0.1830144023946385,0.38746178865007896,0.9507213234901428,0.7631337691326531,0.028685331344604492
124,MildDemented,SCN-02: LIME (n=100),0.06092608495964759,0.14890932392516587,0.8953513125755406,0.09398915816326531,1.7221546173095703
124,MildDemented,SCN-02: LIME (n=500),0.060918667926971995,0.0612018873429623,0.9215629364580867,0.15029097576530612,8.23056411743164
124,MildDemented,SCN-02: LIME (n=2000),0.060921082294716225,0.06123085577387209,0.9481152114352944,0.09837372448979592,31.82020115852356
124,MildDemented,SCN-03: SHAP (e=100),0.18864710558736988,0.14866532025916965,0.9192036269918283,0.125,1.4203343391418457
124,MildDemented,SCN-03: SHAP (e=500),0.15709402384145507,0.4770740403793751,0.9345259218643286,0.15625,7.121408700942993
124,MildDemented,SCN-03: SHAP (e=2000),0.1293584310587903,0.5493436084128916,0.948472593213634,0.078125,27.8777072429657
366,MildDemented,SCN-01: Grad-CAM,0.9047791942954063,0.9634251341223716,0.9548535346984863,0.6638632015306123,0.028456926345825195
366,MildDemented,SCN-02: LIME (n=100),0.8613955434411764,0.8787073761224746,0.8685112529622783,0.030034279336734693,1.757768154144287
366,MildDemented,SCN-02: LIME (n=500),0.9571123883128165,0.9607407495379447,0.8840333544861481,0.030034279336734693,8.11774754524231
366,MildDemented,SCN-02: LIME (n=2000),0.9000022068619729,0.8642052810639143,0.9421244875139492,0.0703125,32.135114669799805
366,MildDemented,SCN-03: SHAP (e=100),0.5544737899675966,0.861393031728221,0.9402745783248339,0.1875,1.4194364547729492
366,MildDemented,SCN-03: SHAP (e=500),0.5199566435068845,0.8740484267473221,0.9549663907362507,0.09375,6.948206424713135
366,MildDemented,SCN-03: SHAP (e=2000),0.2662301689386368,0.8080677017569542,0.9730309048086396,0.03125,27.828340530395508
59,MildDemented,SCN-01: Grad-CAM,0.17315861204354427,0.8272894161054863,0.9155880212783813,0.6223891900510204,0.027506351470947266
59,MildDemented,SCN-02: LIME (n=100),0.057386697638366964,0.15327427778562014,0.9130992696087477,0.15672831632653061,1.7536976337432861
59,MildDemented,SCN-02: LIME (n=500),0.05696692038820298,0.05695501385313574,0.8459865075685461,0.049924266581632654,8.963395357131958
59,MildDemented,SCN-02: LIME (n=2000),0.05711440761427698,0.05695459168260264,0.8766407496291002,0.15674824617346939,33.99560785293579
59,MildDemented,SCN-03: SHAP (e=100),0.5507663747528568,0.1472482738457984,0.9477428976034425,0.125,1.4633829593658447
59,MildDemented,SCN-03: SHAP (e=500),0.15885117363335438,0.26921061422908676,0.9558978559692025,0.09375,7.2876877784729
59,MildDemented,SCN-03: SHAP (e=2000),0.160220383759588,0.1434035457972641,0.9126767857063425,0.0390625,28.872612237930298
662,MildDemented,SCN-01: Grad-CAM,0.4274186181253753,0.8591429753229023,0.9150846600532532,0.5571986607142857,0.028798341751098633
662,MildDemented,SCN-02: LIME (n=100),0.9618022784590722,0.42339161229629096,0.9140337813130458,0.11698820153061225,1.7795639038085938
662,MildDemented,SCN-02: LIME (n=500),0.5996384760283946,0.8077600151300429,0.892729159232225,0.05404974489795918,8.961092710494995
662,MildDemented,SCN-02: LIME (n=2000),0.4896438588025376,0.7247975194826722,0.8980466056387952,0.11152742346938775,33.565398931503296
662,MildDemented,SCN-03: SHAP (e=100),0.7100199434906245,0.9353450581431388,0.9505428711838549,0.0625,1.3895840644836426
662,MildDemented,SCN-03: SHAP (e=500),0.43904002746567133,0.817014192417264,0.9705388136114355,0.03125,6.8660876750946045
662,MildDemented,SCN-03: SHAP (e=2000),0.5282391426153481,0.7171108331531286,0.827921940817847,0.09375,27.16927695274353
